"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Sex","Age group","Offence group","Police Force Area","Value","Value_type","Denominator (Prosecutions at Magistrates Court)","Numerator (Convictions and Magistrates Court and Crown Court)"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2013","Year","All","All","Violence against the person","All","69.7","%","27142","18924"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Criminal damage and arson","All","65.8","%","111","73"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Drug offences","All","88","%","4166","3667"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Fraud Offences","All","78.8","%","872","687"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Miscellaneous crimes against society","All","65.9","%","2426","1599"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Possession of weapons","All","70.5","%","671","473"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Public order offences","All","88.8","%","894","794"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Robbery","All","61.1","%","650","397"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Sexual offences","All","50.2","%","1011","508"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Theft Offences","All","81.6","%","3661","2989"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2014","Year","All","All","Violence against the person","All","55","%","2274","1250"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Criminal damage and arson","All","73","%","137","100"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Drug offences","All","89.5","%","7784","6969"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Fraud Offences","All","83.1","%","1005","835"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Miscellaneous crimes against society","All","64.8","%","3076","1993"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Possession of weapons","All","71.6","%","1741","1247"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Public order offences","All","94.5","%","1230","1162"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Robbery","All","59.8","%","1624","971"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Sexual offences","All","41.4","%","913","378"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Theft Offences","All","82.2","%","6710","5515"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Black","ONS 2001 5+1","2014","Year","All","All","Violence against the person","All","56.1","%","2825","1585"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Criminal damage and arson","All","73.4","%","64","47"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Drug offences","All","87.4","%","2202","1924"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Fraud Offences","All","73.7","%","217","160"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Miscellaneous crimes against society","All","62.9","%","1162","731"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Possession of weapons","All","72.2","%","543","392"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Public order offences","All","90","%","420","378"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Robbery","All","53.8","%","608","327"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Sexual offences","All","46.4","%","209","97"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Theft Offences","All","83.5","%","3094","2585"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Mixed","ONS 2001 5+1","2014","Year","All","All","Violence against the person","All","59.2","%","1111","658"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Criminal damage and arson","All","70","%","30","21"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Drug offences","All","91.2","%","708","646"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Fraud Offences","All","114.8","%","149","171"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Miscellaneous crimes against society","All","77.1","%","567","437"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Possession of weapons","All","71.6","%","162","116"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Public order offences","All","98.6","%","146","144"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Robbery","All","64.2","%","134","86"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Sexual offences","All","44.1","%","195","86"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Theft Offences","All","84.7","%","1130","957"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Other inc Chinese","ONS 2001 5+1","2014","Year","All","All","Violence against the person","All","56.9","%","406","231"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Criminal damage and arson","All","70.8","%","2786","1972"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Drug offences","All","91.4","%","36859","33694"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Fraud Offences","All","79","%","5599","4426"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Miscellaneous crimes against society","All","66.1","%","30917","20439"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Possession of weapons","All","75","%","9425","7066"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Public order offences","All","99.1","%","13100","12980"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Robbery","All","62.3","%","5242","3268"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Sexual offences","All","56.2","%","7922","4452"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Theft Offences","All","87.1","%","106438","92680"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","White","ONS 2001 5+1","2014","Year","All","All","Violence against the person","All","71.4","%","28921","20641"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Criminal damage and arson","All","58","%","119","69"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Drug offences","All","89.1","%","3716","3311"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Fraud Offences","All","80.9","%","740","599"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Miscellaneous crimes against society","All","69.3","%","2332","1615"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Possession of weapons","All","69.8","%","699","488"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Public order offences","All","97.7","%","907","886"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Robbery","All","61.3","%","511","313"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Sexual offences","All","55.3","%","974","539"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Theft Offences","All","85.2","%","3232","2755"
"Percentage of defendants convicted out of all those prosecuted (conviction ratio)","Asian","ONS 2001 5+1","2015","Year","All","All","Violence against the person","All","63.6","%","2188","1392"
