,lats,longs,text,size,color
6323,51.124856,-3.286339,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6324,52.679220,-2.049167,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - White and Asian<br>Age: 18-24<br>Gender: Male,12,21
6325,52.890438,-1.868675,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6326,52.692418,-1.846647,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Female,12,1
6327,53.082675,-2.251512,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6328,52.667596,-2.018929,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: Male,12,41
6329,52.928580,-2.178647,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6330,53.065194,-2.027626,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6331,52.625555,-1.701470,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: Male,12,1
6332,52.047362,0.952649,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6333,52.250671,0.404231,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6334,52.060508,1.139126,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
6335,52.185072,0.998888,Reason: Stolen goods<br>Ethnicity: White - Gypsy or Irish Traveller<br>Age: 18-24<br>Gender: Female,12,1
6336,52.256017,0.712976,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6337,52.178173,1.251970,Reason: Controlled drugs<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6338,52.441833,1.573765,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6339,51.381850,-0.346327,Reason: Controlled drugs<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 18-24<br>Gender: Male,12,21
6340,51.333403,-0.267006,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Female,12,31
6341,51.255170,-0.718468,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
6342,51.235523,-0.326095,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
6343,51.309376,-0.242358,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6344,51.370090,-0.491105,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6345,51.425142,-0.507316,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: None<br>Gender: None,12,11
6346,51.305605,-0.728957,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
6347,51.242596,0.011725,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6348,51.187492,-0.611194,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Female,12,1
6349,51.315159,-0.621993,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6350,52.573875,-1.537134,Reason: Stolen goods<br>Ethnicity: Asian/Asian British - Indian<br>Age: 25-34<br>Gender: Female,8,41
6351,52.522955,-1.462428,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6352,52.370776,-1.263286,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6353,52.063413,-1.624798,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6354,52.273771,-1.533654,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6355,50.836908,-0.342427,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6356,50.803580,-0.438282,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
6357,50.903222,-0.664994,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6358,51.130756,-0.186104,Reason: Firearms<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6359,51.069339,-0.322548,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
6360,50.964767,-0.154922,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6361,50.829228,-0.413599,Reason: None<br>Ethnicity: White - Irish<br>Age: 10-17<br>Gender: Male,16,1
6362,52.384801,-1.884620,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6363,52.149281,-2.323350,Reason: Evidence of offences under the Act<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
6364,52.308537,-1.930594,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 25-34<br>Gender: Male,8,41
6365,52.192266,-2.221436,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
6366,52.163487,-2.190767,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6367,52.397162,-2.273355,Reason: None<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6368,51.719734,-0.297257,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6369,51.798598,-0.193334,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6370,51.874681,0.158188,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6371,51.901820,-0.205869,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6372,53.416440,-2.233483,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6373,53.611060,-2.153723,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6374,53.394895,-2.181153,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6375,53.481327,-2.636052,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6376,53.475230,-2.921897,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6377,53.404563,-2.982401,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6378,53.398702,-2.703715,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6379,53.521741,-2.946739,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
6380,53.316232,-2.991704,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Female,4,11
6381,53.548465,-1.479168,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6382,53.522000,-1.139610,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
6383,53.314155,-1.281072,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6384,53.378100,-1.462170,Reason: Anything to threaten or harm anyone<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6385,54.976181,-1.566025,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6386,55.009848,-1.582736,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6387,54.948946,-1.463009,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
6388,54.894239,-1.371669,Reason: Articles for use in criminal damage<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6389,52.439548,-1.967960,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
6390,52.410686,-1.514204,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: None,4,11
6391,52.456397,-2.147604,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
6392,52.497232,-1.997364,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Pakistani<br>Age: 18-24<br>Gender: None,12,41
6393,52.452785,-1.730730,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: None,12,1
6394,52.615526,-1.928901,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: None,16,1
6395,52.584060,-2.126810,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: 18-24<br>Gender: None,12,1
6396,53.801393,-1.820591,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6397,53.722838,-1.861282,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
6398,53.630697,-1.795986,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6399,53.798913,-1.542859,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6400,53.686757,-1.495392,Reason: Controlled drugs<br>Ethnicity: White - Gypsy or Irish Traveller<br>Age: 25-34<br>Gender: Male,8,1
6401,54.941987,-1.589058,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6402,51.516814,-0.081620,Reason: Controlled drugs<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6403,51.551561,0.115611,Reason: Offensive weapons<br>Ethnicity: White - Any other White background<br>Age: 25-34<br>Gender: Male,8,1
6404,51.556199,-0.213587,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 10-17<br>Gender: Male,16,31
6405,51.476496,0.192579,Reason: Stolen goods<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6406,51.536794,-0.288390,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Any other Asian background<br>Age: 18-24<br>Gender: Male,12,41
6407,51.394020,0.115320,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6408,51.521797,-0.124482,Reason: Controlled drugs<br>Ethnicity: Other ethnic group - Not stated<br>Age: 25-34<br>Gender: Male,8,11
6409,51.419320,-0.082411,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6410,51.500854,-0.375867,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 25-34<br>Gender: Male,8,31
6411,51.617682,-0.110391,Reason: Stolen goods<br>Ethnicity: White - Any other White background<br>Age: over 34<br>Gender: Male,4,1
6412,51.490411,0.018078,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
6413,51.523977,-0.075841,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 18-24<br>Gender: Male,12,41
6414,51.489641,-0.245373,Reason: Firearms<br>Ethnicity: Other ethnic group - Any other ethnic group<br>Age: over 34<br>Gender: Male,4,11
6415,51.601225,-0.071075,Reason: Stolen goods<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: over 34<br>Gender: Male,4,31
6416,51.568915,-0.346806,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 18-24<br>Gender: Male,12,31
6417,51.571347,0.193865,Reason: Firearms<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6418,51.479902,-0.433351,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6419,51.439578,-0.425753,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
6420,51.527348,-0.091744,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6421,51.485350,-0.177498,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
6422,51.409172,-0.288271,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
6423,51.483766,-0.114290,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: 25-34<br>Gender: Male,8,31
6424,51.443453,-0.053829,Reason: Anything to threaten or harm anyone<br>Ethnicity: Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background<br>Age: 25-34<br>Gender: Male,8,21
6425,51.423489,-0.187267,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Caribbean<br>Age: 10-17<br>Gender: Male,16,31
6426,51.501044,0.068459,Reason: Stolen goods<br>Ethnicity: Other ethnic group - Not stated<br>Age: over 34<br>Gender: Male,4,11
6427,51.557626,0.108924,Reason: Offensive weapons<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 10-17<br>Gender: Male,16,31
6428,51.407448,-0.346726,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
6429,51.500288,-0.065312,Reason: Article for use in theft<br>Ethnicity: Other ethnic group - Not stated<br>Age: 18-24<br>Gender: Male,12,11
6430,51.341412,-0.153248,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - African<br>Age: over 34<br>Gender: Male,4,31
6431,51.510306,-0.061501,Reason: Controlled drugs<br>Ethnicity: Asian/Asian British - Bangladeshi<br>Age: 18-24<br>Gender: Male,12,41
6432,51.590378,-0.042127,Reason: Controlled drugs<br>Ethnicity: Black/African/Caribbean/Black British - Any other Black/African/Caribbean background<br>Age: 18-24<br>Gender: Male,12,31
6433,51.476838,-0.168534,Reason: Offensive weapons<br>Ethnicity: Other ethnic group - Not stated<br>Age: 10-17<br>Gender: Male,16,11
6434,51.515776,-0.174871,Reason: Anything to threaten or harm anyone<br>Ethnicity: None<br>Age: 25-34<br>Gender: Male,8,21
6435,53.306585,-4.634267,Reason: Article for use in theft<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 10-17<br>Gender: Male,16,1
6436,53.228625,-4.121498,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: over 34<br>Gender: Male,4,1
6437,53.291267,-3.720605,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 18-24<br>Gender: Male,12,1
6438,53.320295,-3.491633,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6439,53.187511,-3.051020,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Male,8,1
6440,53.041095,-2.972341,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: 25-34<br>Gender: Female,8,1
6441,52.104183,-4.699070,Reason: Offensive weapons<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
6442,51.693623,-4.132697,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
6443,51.619494,-3.993194,Reason: None<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6444,51.659926,-3.802886,Reason: None<br>Ethnicity: None<br>Age: None<br>Gender: None,12,21
6445,51.482917,-3.700220,Reason: Controlled drugs<br>Ethnicity: White - English/Welsh/Scottish/Northern Irish/British<br>Age: None<br>Gender: Male,12,1
